filename,year,date,announcement,page,paragraph_id,text,sentiment
Informe_CF_N_002-2016.pdf,2016.0,15 de abril de 2016,2.0,2,9,"Sin embargo, en relación a las previsiones de gasto, el CF opina que si bien el ajuste en el gasto público estimado para los próximos años es exigente, es necesario que dicho ajuste se concrete para poder estabilizar el ratio de deuda pública sobre el PBI en un nivel apropiado para una economía 2 Rannrta de Inflarión dal RCRP de Mar7n 216 ea informa de Perenectivas de la Economía Mundial del FEMI de emergente como la peruana y cumplir con las exigencias de la LFRTF. De otra manera, se debilitaría la credibilidad del Gobierno respecto al compromiso de asegurar permanentemente la sostenibilidad fiscal.","{'sequence': 'Sin embargo, en relación a las previsiones de gasto, el CF opina que si bien el ajuste en el gasto público estimado para los próximos años es exigente, es necesario que dicho ajuste se concrete para poder estabilizar el ratio de deuda pública sobre el PBI en un nivel apropiado para una economía 2 Rannrta de Inflarión dal RCRP de Mar7n 216 ea informa de Perenectivas de la Economía Mundial del FEMI de emergente como la peruana y cumplir con las exigencias de la LFRTF. De otra manera, se debilitaría la credibilidad del Gobierno respecto al compromiso de asegurar permanentemente la sostenibilidad fiscal.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Consolidación fiscal sostenida', 'Cumplimiento de metas fiscales', 'Incumplimiento de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Riesgo fiscal potencial', 'Desviación del déficit fiscal', 'Transparencia fiscal efectiva'], 'scores': [0.8999488949775696, 0.6495281457901001, 0.5748480558395386, 0.4867097735404968, 0.48217272758483887, 0.33997195959091187, 0.2853526473045349, 0.25150835514068604]}"
Informe_CF_N_002-2016.pdf,2016.0,15 de abril de 2016,2.0,3,13,"Teniendo en cuenta lo expuesto, el CF opina que las proyecciones de ingresos públicos son razonables bajo los supuestos del escenario internacional y local. En el caso del gasto público, las proyecciones muestran un exigente avance hacia la consolidación fiscal.","{'sequence': 'Teniendo en cuenta lo expuesto, el CF opina que las proyecciones de ingresos públicos son razonables bajo los supuestos del escenario internacional y local. En el caso del gasto público, las proyecciones muestran un exigente avance hacia la consolidación fiscal.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Consolidación fiscal sostenida', 'Cumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Riesgo fiscal potencial', 'Desviación del déficit fiscal', 'Riesgo de sostenibilidad de la deuda', 'Incumplimiento de metas fiscales'], 'scores': [0.8109305500984192, 0.750032901763916, 0.6719107031822205, 0.43972617387771606, 0.29155123233795166, 0.20028448104858398, 0.09665849804878235, 0.07742764800786972]}"
Informe_CF_N_002-2016.pdf,2016.0,15 de abril de 2016,2.0,3,14,"Asimismo, el CF considera que existen riesgos en el escenario internacional, los cuales pueden implicar cambios en el panorama macrofiscal de los próximos años. Al respecto, el CF advierte que de materializarse estos riesgos se deberán realizar ajustes fiscales adicionales a los planteados en el MMM a fin de asegurar la sostenibilidad fiscal.","{'sequence': 'Asimismo, el CF considera que existen riesgos en el escenario internacional, los cuales pueden implicar cambios en el panorama macrofiscal de los próximos años. Al respecto, el CF advierte que de materializarse estos riesgos se deberán realizar ajustes fiscales adicionales a los planteados en el MMM a fin de asegurar la sostenibilidad fiscal.', 'labels': ['Consolidación fiscal sostenida', 'Riesgo fiscal potencial', 'Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Riesgo de sostenibilidad de la deuda', 'Desviación del déficit fiscal', 'Incumplimiento de metas fiscales'], 'scores': [0.9194008708000183, 0.8142880797386169, 0.7976698875427246, 0.7872916460037231, 0.41165873408317566, 0.3387635350227356, 0.27657079696655273, 0.14321859180927277]}"
Informe_CF_N_004-2016.pdf,2016.0,18 de agosto de 2016,4.0,1,3,"En este entorno, la actividad económica local experimentó una desaceleración importante hasta el 2014, para luego empezar a recuperase lentamente desde el 20155. La inversión, tanto pública como privada, y los sectores no primarios, fueron los componentes que mostraron una mayor desaceleración”. Las estimaciones del crecimiento potencial también han disminuido debido a los efectos permanentes del cambio en las condiciones internacionales”. Si bien el desempeño de 1 En este documento el Ministerio de Economía y Finanzas (MEF) solicita la evaluación independiente del Consejo Fiscal respecto de la situación de las finanzas públicas a la fecha, enfatizando la evolución en los últimos cinco años del déficit fiscal observado y estructural, los ingresos fiscales, la composición del gasto público, y la deuda pública. Asimismo, un análisis de las contingencias fiscales explícitas e implícitas del sector público y su impacto sobre la sostenibilidad fiscal.","{'sequence': 'En este entorno, la actividad económica local experimentó una desaceleración importante hasta el 2014, para luego empezar a recuperase lentamente desde el 20155. La inversión, tanto pública como privada, y los sectores no primarios, fueron los componentes que mostraron una mayor desaceleración”. Las estimaciones del crecimiento potencial también han disminuido debido a los efectos permanentes del cambio en las condiciones internacionales”. Si bien el desempeño de 1 En este documento el Ministerio de Economía y Finanzas (MEF) solicita la evaluación independiente del Consejo Fiscal respecto de la situación de las finanzas públicas a la fecha, enfatizando la evolución en los últimos cinco años del déficit fiscal observado y estructural, los ingresos fiscales, la composición del gasto público, y la deuda pública. Asimismo, un análisis de las contingencias fiscales explícitas e implícitas del sector público y su impacto sobre la sostenibilidad fiscal.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Transparencia fiscal efectiva', 'Desviación del déficit fiscal', 'Consolidación fiscal sostenida', 'Cumplimiento de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Riesgo fiscal potencial', 'Incumplimiento de metas fiscales'], 'scores': [0.8229584097862244, 0.8145372271537781, 0.8131124973297119, 0.751872181892395, 0.693337619304657, 0.6628068685531616, 0.6574292182922363, 0.3501160144805908]}"
Informe_CF_N_004-2016.pdf,2016.0,18 de agosto de 2016,4.0,3,21,"Por otro lado, luego de un proceso de consolidación fiscal que llevó el ratio de deuda pública sobre PBI a mínimos históricos, la tendencia se ha revertido y el ratio de deuda pública ha empezado a aumentar desde el 2014. Evidentemente, el principal determinante del cambio en esta tendencia ha sido el incremento en el déficit fiscal”. A fines de 2015, en términos de stocks, los ratios de deuda pública bruta y neta ascendieron a 23,3 y 6,6 por ciento del PBI9, respectivamente, los cuales se encuentran entre los más bajos de las economías de América Latina y de las de igual calificación crediticia. Sin embargo, en relación a los flujos, por ejemplo en términos del resultado primario, cabe mencionar que el grado de fortaleza fiscal de la economía peruana en relación con sus pares de calificación es menor”. En perspectiva, los flujos terminan afectando a los stocks.","{'sequence': 'Por otro lado, luego de un proceso de consolidación fiscal que llevó el ratio de deuda pública sobre PBI a mínimos históricos, la tendencia se ha revertido y el ratio de deuda pública ha empezado a aumentar desde el 2014. Evidentemente, el principal determinante del cambio en esta tendencia ha sido el incremento en el déficit fiscal”. A fines de 2015, en términos de stocks, los ratios de deuda pública bruta y neta ascendieron a 23,3 y 6,6 por ciento del PBI9, respectivamente, los cuales se encuentran entre los más bajos de las economías de América Latina y de las de igual calificación crediticia. Sin embargo, en relación a los flujos, por ejemplo en términos del resultado primario, cabe mencionar que el grado de fortaleza fiscal de la economía peruana en relación con sus pares de calificación es menor”. En perspectiva, los flujos terminan afectando a los stocks.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Riesgo de sostenibilidad de la deuda', 'Riesgo fiscal potencial', 'Incumplimiento de metas fiscales', 'Consolidación fiscal sostenida', 'Cumplimiento de metas fiscales', 'Desviación del déficit fiscal', 'Transparencia fiscal efectiva'], 'scores': [0.7042856812477112, 0.5981431007385254, 0.5183225274085999, 0.46726229786872864, 0.4604857265949249, 0.4448208808898926, 0.30707186460494995, 0.3017180860042572]}"
Informe_CF_N_008-2016-OPINION SOBRE EL NUEVO MARCO DE REGLAS FISCALES.pdf,2016.0,23 de diciembre de 2016,8.0,1,3,"Contenido de los proyectos de Decreto Legislativo El MRTF-SPNF propuesto tiene por objetivo “establecer un marco fiscal prudente, responsable, transparente y predecible, que facilite el seguimiento y rendición de cuentas de la gestión de las finanzas públicas y permita una adecuada gestión de activos y pasivos bajo un enfoque de riesgos fiscales”. Complementariamente, el MRTF- SN tiene por objeto establecer reglas fiscales para los gobiernos regionales y gobiernos locales acordes con sus capacidades y alineadas con el principio general de política fiscal y los objetivos macrofiscales.","{'sequence': 'Contenido de los proyectos de Decreto Legislativo El MRTF-SPNF propuesto tiene por objetivo “establecer un marco fiscal prudente, responsable, transparente y predecible, que facilite el seguimiento y rendición de cuentas de la gestión de las finanzas públicas y permita una adecuada gestión de activos y pasivos bajo un enfoque de riesgos fiscales”. Complementariamente, el MRTF- SN tiene por objeto establecer reglas fiscales para los gobiernos regionales y gobiernos locales acordes con sus capacidades y alineadas con el principio general de política fiscal y los objetivos macrofiscales.', 'labels': ['Riesgo fiscal potencial', 'Transparencia fiscal efectiva', 'Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Consolidación fiscal sostenida', 'Incumplimiento de metas fiscales', 'Desviación del déficit fiscal'], 'scores': [0.9288670420646667, 0.906238853931427, 0.8978382349014282, 0.7466234564781189, 0.7239424586296082, 0.6506614089012146, 0.24304182827472687, 0.24063049256801605]}"
Informe_CF_N_008-2016-OPINION SOBRE EL NUEVO MARCO DE REGLAS FISCALES.pdf,2016.0,23 de diciembre de 2016,8.0,1,6,"3 Ley publicada en el diario oficial El Peruano el 9 de octubre de 2016, por la cual se autorizó al Poder Ejecutivo a legislar a fin de “Establecer un marco fiscal que afiance el compromiso con la sostenibilidad fiscal, minimice el sesgo procíclico del gasto público a través de variables fiscales monitoreables, públicas y transparentes; impulse la malamantrriadad 2ntra inuerción nública v nneta en mANtenimientn: nermita la inverción en meaavorovectos de En esta línea, el MRTF-SPNF establece como principio general de política fiscal que el Estado busca: (1) asegurar permanentemente la sostenibilidad fiscal, (2) la predictibilidad del gasto público y (3) el manejo transparente de las finanzas públicas, que permita la evaluación constante y la adopción oportuna de medidas correctivas.","{'sequence': '3 Ley publicada en el diario oficial El Peruano el 9 de octubre de 2016, por la cual se autorizó al Poder Ejecutivo a legislar a fin de “Establecer un marco fiscal que afiance el compromiso con la sostenibilidad fiscal, minimice el sesgo procíclico del gasto público a través de variables fiscales monitoreables, públicas y transparentes; impulse la malamantrriadad 2ntra inuerción nública v nneta en mANtenimientn: nermita la inverción en meaavorovectos de En esta línea, el MRTF-SPNF establece como principio general de política fiscal que el Estado busca: (1) asegurar permanentemente la sostenibilidad fiscal, (2) la predictibilidad del gasto público y (3) el manejo transparente de las finanzas públicas, que permita la evaluación constante y la adopción oportuna de medidas correctivas.', 'labels': ['Cumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Consolidación fiscal sostenida', 'Transparencia fiscal efectiva', 'Riesgo fiscal potencial', 'Incumplimiento de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Desviación del déficit fiscal'], 'scores': [0.8918167948722839, 0.8425877690315247, 0.6644159555435181, 0.6578956842422485, 0.48130089044570923, 0.40522706508636475, 0.25851529836654663, 0.13255621492862701]}"
Informe_CF_N_008-2016-OPINION SOBRE EL NUEVO MARCO DE REGLAS FISCALES.pdf,2016.0,23 de diciembre de 2016,8.0,4,24,"Adicionalmente, el MRTF-SN dispone medidas correctivas (sanciones 16 acordes a la gravedad del incumplimiento de dichas reglas o por no remitir la información financiera requerida; y el acompañamiento técnico para los gobiernos regionales y locales sujetos a medidas correctivas. Se establece que las reglas fiscales estarán vigentes a partir del 1 de enero de 2017, pero las medidas correctivas se aplicarán a partir del ejercicio fiscal 2019, excepto aquellas referidas a la no remisión de información económica y financiera, las cuales se aplicarán desde el año 2018. Por último, el MRTF-SN señala que los gobiernos regionales o locales con una calificación crediticia vigente igual o superior a BBB+ podrán gestionar operaciones de endeudamiento directas o garantizadas no resultando de aplicación las reglas fiscales, ni las medidas correctivas, para dichos casos”.","{'sequence': 'Adicionalmente, el MRTF-SN dispone medidas correctivas (sanciones 16 acordes a la gravedad del incumplimiento de dichas reglas o por no remitir la información financiera requerida; y el acompañamiento técnico para los gobiernos regionales y locales sujetos a medidas correctivas. Se establece que las reglas fiscales estarán vigentes a partir del 1 de enero de 2017, pero las medidas correctivas se aplicarán a partir del ejercicio fiscal 2019, excepto aquellas referidas a la no remisión de información económica y financiera, las cuales se aplicarán desde el año 2018. Por último, el MRTF-SN señala que los gobiernos regionales o locales con una calificación crediticia vigente igual o superior a BBB+ podrán gestionar operaciones de endeudamiento directas o garantizadas no resultando de aplicación las reglas fiscales, ni las medidas correctivas, para dichos casos”.', 'labels': ['Incumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Riesgo fiscal potencial', 'Riesgo de sostenibilidad de la deuda', 'Consolidación fiscal sostenida', 'Desviación del déficit fiscal'], 'scores': [0.8597423434257507, 0.8149497509002686, 0.6496511697769165, 0.6096801161766052, 0.5867862701416016, 0.5431743860244751, 0.5077521800994873, 0.261200487613678]}"
Informe_CF_N_008-2016-OPINION SOBRE EL NUEVO MARCO DE REGLAS FISCALES.pdf,2016.0,23 de diciembre de 2016,8.0,4,28,"16 Las medidas correctivas, según la gravedad del incumplimiento, consisten en acciones de monitoreo previo, restricciones para concertar nuevas operaciones de endeudamiento de corto plazo, restricciones para acceder a contratos por APP o convenios de Obras por Impuestos y a concertar operaciones de financiamiento temporal que se conviertan en pasivos de corto plazo.","{'sequence': '16 Las medidas correctivas, según la gravedad del incumplimiento, consisten en acciones de monitoreo previo, restricciones para concertar nuevas operaciones de endeudamiento de corto plazo, restricciones para acceder a contratos por APP o convenios de Obras por Impuestos y a concertar operaciones de financiamiento temporal que se conviertan en pasivos de corto plazo.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Incumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Riesgo fiscal potencial', 'Consolidación fiscal sostenida', 'Cumplimiento de metas fiscales', 'Desviación del déficit fiscal', 'Riesgo de sostenibilidad de la deuda'], 'scores': [0.931559681892395, 0.716484010219574, 0.5256052613258362, 0.47681501507759094, 0.42277902364730835, 0.4215313196182251, 0.42128100991249084, 0.3969511091709137]}"
Informe_CF_N_008-2016-OPINION SOBRE EL NUEVO MARCO DE REGLAS FISCALES.pdf,2016.0,23 de diciembre de 2016,8.0,4,29,17 Esta disposición exonera del cumplimiento de las medidas correctivas previstas en la propia MRTF-SN y de la obligatoriedad de cumplir con las reglas fiscales para acceder al informe previo de la Contraloría General de la República para operaciones de endeudamiento directas o garantizadas según lo dispuesto en la Resolución de Contraloría N 112-2015-CG,"{'sequence': '17 Esta disposición exonera del cumplimiento de las medidas correctivas previstas en la propia MRTF-SN y de la obligatoriedad de cumplir con las reglas fiscales para acceder al informe previo de la Contraloría General de la República para operaciones de endeudamiento directas o garantizadas según lo dispuesto en la Resolución de Contraloría N 112-2015-CG', 'labels': ['Cumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Transparencia fiscal efectiva', 'Consolidación fiscal sostenida', 'Incumplimiento de metas fiscales', 'Desviación del déficit fiscal', 'Riesgo fiscal potencial', 'Riesgo de sostenibilidad de la deuda'], 'scores': [0.9471005797386169, 0.9256081581115723, 0.6610397100448608, 0.6472228169441223, 0.4478898346424103, 0.3257909417152405, 0.28510069847106934, 0.24441727995872498]}"
