filename,year,date,announcement,page,paragraph_id,text,sentiment
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,1,5,El Consejo Fiscal alerta que el elevado déficit fiscal en 2024 compromete el proceso de consolidación en los siguientes años y llama a la adopción de medidas para el incremento de los ingresos permanentes y el control del gasto público.,"{'sequence': 'El Consejo Fiscal alerta que el elevado déficit fiscal en 2024 compromete el proceso de consolidación en los siguientes años y llama a la adopción de medidas para el incremento de los ingresos permanentes y el control del gasto público.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Riesgo fiscal potencial', 'Consolidación fiscal sostenida', 'Riesgo de sostenibilidad de la deuda', 'Cumplimiento de metas fiscales', 'Incumplimiento de metas fiscales', 'Desviación del déficit fiscal', 'Transparencia fiscal efectiva'], 'scores': [0.44567543268203735, 0.19418907165527344, 0.15283216536045074, 0.07349969446659088, 0.044153980910778046, 0.04292532801628113, 0.03134838864207268, 0.015375906601548195]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,2,8,"El Consejo Fiscal (CF) expresa su preocupación ante el incumplimiento de las reglas fiscales en 2024 por segundo año consecutivo. De acuerdo con la información preliminar del Banco Central de Reserva del Perú (BCRP), en el año 2024 se habrían vulnerado, en particular, las reglas fiscales que establecen límites tanto para el déficit fiscal del Sector Público No Financiero (SPNF) como para el crecimiento del Gasto No Financiero del Gobierno General (GNF GG). De acuerdo con el BCRP, en 2024 el SPNF habría registrado un déficit fiscal de aproximadamente S/ 39 mil millones, equivalente a 3,6% del PBI, superior en 0,8 puntos porcentuales del PBI al límite de la regla fiscal vigente (2,8% del PBI), que se estableció mediante el Decreto Legislativo N 1621 en julio de 2024. Del mismo modo, en 2024 el GNF GG habría crecido en S/ 20 mil millones respecto a lo ejecutado en 2023, registrando una tasa de crecimiento de 5,9% en términos reales en 2024, la cual es superior a la tasa de crecimiento permitida por la regla fiscal correspondiente (4,7% en términos reales).","{'sequence': 'El Consejo Fiscal (CF) expresa su preocupación ante el incumplimiento de las reglas fiscales en 2024 por segundo año consecutivo. De acuerdo con la información preliminar del Banco Central de Reserva del Perú (BCRP), en el año 2024 se habrían vulnerado, en particular, las reglas fiscales que establecen límites tanto para el déficit fiscal del Sector Público No Financiero (SPNF) como para el crecimiento del Gasto No Financiero del Gobierno General (GNF GG). De acuerdo con el BCRP, en 2024 el SPNF habría registrado un déficit fiscal de aproximadamente S/ 39 mil millones, equivalente a 3,6% del PBI, superior en 0,8 puntos porcentuales del PBI al límite de la regla fiscal vigente (2,8% del PBI), que se estableció mediante el Decreto Legislativo N 1621 en julio de 2024. Del mismo modo, en 2024 el GNF GG habría crecido en S/ 20 mil millones respecto a lo ejecutado en 2023, registrando una tasa de crecimiento de 5,9% en términos reales en 2024, la cual es superior a la tasa de crecimiento permitida por la regla fiscal correspondiente (4,7% en términos reales).', 'labels': ['Incumplimiento de metas fiscales', 'Riesgo fiscal potencial', 'Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Desviación del déficit fiscal', 'Riesgo de sostenibilidad de la deuda', 'Consolidación fiscal sostenida', 'Transparencia fiscal efectiva'], 'scores': [0.3498883545398712, 0.18647964298725128, 0.1689520925283432, 0.13826462626457214, 0.04668734595179558, 0.04590335115790367, 0.033069856464862823, 0.03075471520423889]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,2,9,"El CF opina que el haber incumplido la regla del déficit fiscal por un margen significativo (0,8 puntos porcentuales del PBI) es preocupante, especialmente en un contexto en el que la economía no se vio afectada por choques no anticipados que puedan explicar esos desvíos. Más aún, el déficit fiscal registrado en 2024 sería 1,6 puntos porcentuales del PBI superior al de la regla que estaba vigente al inicio del año (2,0% del PBI, acorde con la Ley N 31541), dado que la meta de déficit del gobierno se fue ajustando gradualmente hacia el alza. La naturaleza, características y magnitudes de los incumplimientos de las reglas fiscales en 2024 no tienen precedentes en la historia de reglas fiscales en el Perú, que datan del año 2000.","{'sequence': 'El CF opina que el haber incumplido la regla del déficit fiscal por un margen significativo (0,8 puntos porcentuales del PBI) es preocupante, especialmente en un contexto en el que la economía no se vio afectada por choques no anticipados que puedan explicar esos desvíos. Más aún, el déficit fiscal registrado en 2024 sería 1,6 puntos porcentuales del PBI superior al de la regla que estaba vigente al inicio del año (2,0% del PBI, acorde con la Ley N 31541), dado que la meta de déficit del gobierno se fue ajustando gradualmente hacia el alza. La naturaleza, características y magnitudes de los incumplimientos de las reglas fiscales en 2024 no tienen precedentes en la historia de reglas fiscales en el Perú, que datan del año 2000.', 'labels': ['Desviación del déficit fiscal', 'Incumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Riesgo fiscal potencial', 'Riesgo de sostenibilidad de la deuda', 'Transparencia fiscal efectiva', 'Consolidación fiscal sostenida'], 'scores': [0.30128568410873413, 0.25873029232025146, 0.18846888840198517, 0.1282988041639328, 0.04707997292280197, 0.034321822226047516, 0.027644528076052666, 0.014170021750032902]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,3,15,"En opinión del CF, esto refleja que el manejo de la política fiscal no ha priorizado el cumplimiento de las reglas fiscales a lo largo del año. Asimismo, el CF considera que estos precedentes erosionan la credibilidad fiscal que tanto costó construir durante décadas y que ha contribuido a la estabilidad macroeconómica en el país.","{'sequence': 'En opinión del CF, esto refleja que el manejo de la política fiscal no ha priorizado el cumplimiento de las reglas fiscales a lo largo del año. Asimismo, el CF considera que estos precedentes erosionan la credibilidad fiscal que tanto costó construir durante décadas y que ha contribuido a la estabilidad macroeconómica en el país.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Incumplimiento de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Riesgo fiscal potencial', 'Consolidación fiscal sostenida', 'Transparencia fiscal efectiva', 'Desviación del déficit fiscal'], 'scores': [0.46513453125953674, 0.18059320747852325, 0.13791589438915253, 0.08800268918275833, 0.07857824116945267, 0.020478352904319763, 0.017405357211828232, 0.011891691945493221]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,3,17,"El incremento del gasto público del año 2024 se explica por: (i) el crecimiento de la inversión pública en S/ 8,4 mil millones (crecimiento de 15,1% en términos reales); (ii) el incremento del gasto en remuneraciones en S/ 5,4 mil millones (crecimiento de 6,2% en términos reales); y (iii) los mayores “otros gastos de capital” en S/ 5,7 mil millones (crecimiento de 79% en términos reales). Con ello, la regla del gasto se incumplió a pesar de su laxitud, por primera vez desde 2009.","{'sequence': 'El incremento del gasto público del año 2024 se explica por: (i) el crecimiento de la inversión pública en S/ 8,4 mil millones (crecimiento de 15,1% en términos reales); (ii) el incremento del gasto en remuneraciones en S/ 5,4 mil millones (crecimiento de 6,2% en términos reales); y (iii) los mayores “otros gastos de capital” en S/ 5,7 mil millones (crecimiento de 79% en términos reales). Con ello, la regla del gasto se incumplió a pesar de su laxitud, por primera vez desde 2009.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Incumplimiento de metas fiscales', 'Riesgo fiscal potencial', 'Riesgo de sostenibilidad de la deuda', 'Cumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Consolidación fiscal sostenida', 'Desviación del déficit fiscal'], 'scores': [0.3944419026374817, 0.13672856986522675, 0.1045975610613823, 0.0811212882399559, 0.07842773199081421, 0.07765339314937592, 0.07163550704717636, 0.05539402738213539]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,4,21,"El CF recuerda que el incumplimiento reiterado de las reglas fiscales puede afectar la confianza de los agentes económicos sobre el compromiso de las autoridades con la responsabilidad fiscal. Ello puede, en el mediano plazo, propiciar problemas de sostenibilidad fiscal si es que no se toman medidas correctivas de manera oportuna. Como muestra de ello, el CF resalta que, si bien el nivel de endeudamiento bruto se ha mantenido relativamente estable luego de la pandemia, el incremento del déficit fiscal observado en 2023 y 2024 ha tenido como consecuencia una reducción de los activos (4 puntos porcentuales del PBI entre 2022 y 2024) y el incremento de la deuda neta (3 puntos porcentuales del PBI entre 2022 y 2024). Para no comprometer la trayectoria del endeudamiento público y la gestión de la política fiscal, en los próximos años es necesario reducir significativamente el déficit fiscal respecto a lo registrado en 2024, y este esfuerzo debe iniciarse dentro de la presente administración de gobierno para evitar la necesidad de implementar medidas de consolidación abruptas en el futuro.","{'sequence': 'El CF recuerda que el incumplimiento reiterado de las reglas fiscales puede afectar la confianza de los agentes económicos sobre el compromiso de las autoridades con la responsabilidad fiscal. Ello puede, en el mediano plazo, propiciar problemas de sostenibilidad fiscal si es que no se toman medidas correctivas de manera oportuna. Como muestra de ello, el CF resalta que, si bien el nivel de endeudamiento bruto se ha mantenido relativamente estable luego de la pandemia, el incremento del déficit fiscal observado en 2023 y 2024 ha tenido como consecuencia una reducción de los activos (4 puntos porcentuales del PBI entre 2022 y 2024) y el incremento de la deuda neta (3 puntos porcentuales del PBI entre 2022 y 2024). Para no comprometer la trayectoria del endeudamiento público y la gestión de la política fiscal, en los próximos años es necesario reducir significativamente el déficit fiscal respecto a lo registrado en 2024, y este esfuerzo debe iniciarse dentro de la presente administración de gobierno para evitar la necesidad de implementar medidas de consolidación abruptas en el futuro.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Incumplimiento de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Desviación del déficit fiscal', 'Consolidación fiscal sostenida', 'Riesgo fiscal potencial', 'Transparencia fiscal efectiva'], 'scores': [0.24675868451595306, 0.22550971806049347, 0.2022029459476471, 0.09808789193630219, 0.06409016996622086, 0.06353345513343811, 0.06189907342195511, 0.037918057292699814]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,4,22,"El CF alerta que el desvío del déficit fiscal en 2024 compromete el proceso de consolidación fiscal, en 2025 y en adelante. Para 2025, cumplir con la regla de déficit fiscal requerirá de una reducción de 1,4 puntos porcentuales del PBI, un esfuerzo de consolidación significativamente superior al previsto en el Marco Macroeconómico Multianual (MMM) vigente de 0,6 puntos porcentuales del PBI. En este sentido, el CF reitera que, a pesar de que se espera un incremento temporal de la recaudación por impuesto a la renta producto de los altos precios de nuestras principales exportaciones, es necesaria la adopción de medidas concretas orientadas a reducir los niveles de déficit fiscal y asegurar la sostenibilidad de las finanzas públicas. Estas medidas deben apuntar a incrementar de forma permanente los ingresos fiscales y a controlar el crecimiento del gasto público. Para lograrlo, el CF recomienda también abordar dos factores que vienen incidiendo en el incremento del déficit en los últimos años: (i) la aprobación de diversas normas por parte del Congreso que generan gasto público o socavan la capacidad de recaudar ingresos fiscales, y (ii) la situación financiera deficitaria de Petroperú.","{'sequence': 'El CF alerta que el desvío del déficit fiscal en 2024 compromete el proceso de consolidación fiscal, en 2025 y en adelante. Para 2025, cumplir con la regla de déficit fiscal requerirá de una reducción de 1,4 puntos porcentuales del PBI, un esfuerzo de consolidación significativamente superior al previsto en el Marco Macroeconómico Multianual (MMM) vigente de 0,6 puntos porcentuales del PBI. En este sentido, el CF reitera que, a pesar de que se espera un incremento temporal de la recaudación por impuesto a la renta producto de los altos precios de nuestras principales exportaciones, es necesaria la adopción de medidas concretas orientadas a reducir los niveles de déficit fiscal y asegurar la sostenibilidad de las finanzas públicas. Estas medidas deben apuntar a incrementar de forma permanente los ingresos fiscales y a controlar el crecimiento del gasto público. Para lograrlo, el CF recomienda también abordar dos factores que vienen incidiendo en el incremento del déficit en los últimos años: (i) la aprobación de diversas normas por parte del Congreso que generan gasto público o socavan la capacidad de recaudar ingresos fiscales, y (ii) la situación financiera deficitaria de Petroperú.', 'labels': ['Desviación del déficit fiscal', 'Consolidación fiscal sostenida', 'Gestión fiscal dentro del marco previsto', 'Riesgo fiscal potencial', 'Cumplimiento de metas fiscales', 'Incumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Riesgo de sostenibilidad de la deuda'], 'scores': [0.3531554937362671, 0.2215358018875122, 0.1525680422782898, 0.07668743282556534, 0.06109004095196724, 0.05439220741391182, 0.045743029564619064, 0.034827958792448044]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,5,27,"Finalmente, en cuanto a las cuentas estructurales, el CF estima que el déficit fiscal estructural para 2024 se habría ubicado en torno al 4% del PBI, el valor más alto registrado desde que se cuenta con un marco de reglas fiscales, excluyendo los años de emergencia sanitaria (2020-2021). Este nivel de déficit fiscal estructural no es sostenible en el tiempo, y para reducirlo es fundamental garantizar el cumplimiento de las reglas fiscales vigentes en los próximos años. En esa línea, para 2025, año en que se prevé un incremento significativo de los ingresos asociados a recursos naturales, el CF reitera su recomendación de que dichos ingresos, de carácter transitorio, no se utilicen para financiar gastos permanentes, sino más bien sean destinados a la acumulación de ahorros fiscales.","{'sequence': 'Finalmente, en cuanto a las cuentas estructurales, el CF estima que el déficit fiscal estructural para 2024 se habría ubicado en torno al 4% del PBI, el valor más alto registrado desde que se cuenta con un marco de reglas fiscales, excluyendo los años de emergencia sanitaria (2020-2021). Este nivel de déficit fiscal estructural no es sostenible en el tiempo, y para reducirlo es fundamental garantizar el cumplimiento de las reglas fiscales vigentes en los próximos años. En esa línea, para 2025, año en que se prevé un incremento significativo de los ingresos asociados a recursos naturales, el CF reitera su recomendación de que dichos ingresos, de carácter transitorio, no se utilicen para financiar gastos permanentes, sino más bien sean destinados a la acumulación de ahorros fiscales.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Incumplimiento de metas fiscales', 'Desviación del déficit fiscal', 'Transparencia fiscal efectiva', 'Riesgo fiscal potencial', 'Riesgo de sostenibilidad de la deuda', 'Consolidación fiscal sostenida'], 'scores': [0.31667017936706543, 0.17107844352722168, 0.13150693476200104, 0.09666041284799576, 0.0822589248418808, 0.08016033470630646, 0.06142089515924454, 0.06024391949176788]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,5,28,"En un contexto en el que es urgente que se tomen medidas para garantizar la consolidación fiscal, el CF lamenta que las autoridades subestimen la importancia de las reglas fiscales","{'sequence': 'En un contexto en el que es urgente que se tomen medidas para garantizar la consolidación fiscal, el CF lamenta que las autoridades subestimen la importancia de las reglas fiscales', 'labels': ['Consolidación fiscal sostenida', 'Incumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Riesgo de sostenibilidad de la deuda', 'Riesgo fiscal potencial', 'Cumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Desviación del déficit fiscal'], 'scores': [0.3008483350276947, 0.2812240421772003, 0.10900168120861053, 0.09825094789266586, 0.07647079974412918, 0.07640271633863449, 0.02914687991142273, 0.028654539957642555]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,6,30,"El CF recuerda que las reglas fiscales son restricciones permanentes en la política fiscal, expresadas en términos de un indicador de desempeño fiscal que se establecen con el fin de otorgar credibilidad a las políticas económicas, y que son pieza clave para garantizar la sostenibilidad fiscal del país. Su objetivo es estabilizar la trayectoria de la deuda sin comprometer la provisión adecuada de bienes y servicios públicos a la población, en un contexto de ingresos públicos limitados. Para lograr su propósito, es necesario que las reglas fiscales se apliquen por un periodo prolongado de tiempo y, para ser creíbles, un marco fiscal basado en reglas fiscales debe ser lo suficientemente flexible, sin dejar de ser simple y transparente. En este sentido, proponer reglas específicas que limiten el gasto por sectores, o excluyan algunos gastos, podría hacer más compleja su implementación, seguimiento y comunicación, así como colisionar con su objetivo de garantizar la sostenibilidad fiscal.","{'sequence': 'El CF recuerda que las reglas fiscales son restricciones permanentes en la política fiscal, expresadas en términos de un indicador de desempeño fiscal que se establecen con el fin de otorgar credibilidad a las políticas económicas, y que son pieza clave para garantizar la sostenibilidad fiscal del país. Su objetivo es estabilizar la trayectoria de la deuda sin comprometer la provisión adecuada de bienes y servicios públicos a la población, en un contexto de ingresos públicos limitados. Para lograr su propósito, es necesario que las reglas fiscales se apliquen por un periodo prolongado de tiempo y, para ser creíbles, un marco fiscal basado en reglas fiscales debe ser lo suficientemente flexible, sin dejar de ser simple y transparente. En este sentido, proponer reglas específicas que limiten el gasto por sectores, o excluyan algunos gastos, podría hacer más compleja su implementación, seguimiento y comunicación, así como colisionar con su objetivo de garantizar la sostenibilidad fiscal.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Consolidación fiscal sostenida', 'Incumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Riesgo fiscal potencial', 'Desviación del déficit fiscal'], 'scores': [0.28175532817840576, 0.14007294178009033, 0.1253802478313446, 0.11407463997602463, 0.09758047014474869, 0.09549117088317871, 0.08751024305820465, 0.05813492834568024]}"
