title,doc_type,doc_id,year,date,page,paragraph_id,text
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,1,CF Consejo
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,2,Fiscal
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,3,Informe N* 001-2016-CF
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,4,Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales.?
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,5,"El presente informe contiene la opinión técnica del Consejo Fiscal con referencia a la propuesta de una nueva metodología de cálculo de las cuentas estructurales, en cumplimiento de lo dispuesto por la Cuadragésima Tercera Disposición Complementaria Final de la Ley N* 30372, Ley de Presupuesto del Sector Público para el año fiscal 2016."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,6,Antecedentes
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,7,"En virtud de la Segunda Disposición Complementaria Final de la Ley N* 30999, Ley de Fortalecimiento de la Responsabilidad y Transparencia Fiscal, el Ministerio de Economía y Finanzas (MEF) convocó a un grupo de expertos independientes para la elaboración de una metodología de cálculo del resultado estructural del Sector Público no Financiero (SPNF). Esta metodología fue aprobada mediante la Resolución Ministerial N* 037-2014-EF/15 y viene siendo utilizada por el MEF desde el año 2014 como guía para la fijación de límites de gasto en los procesos presupuestarios."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,8,"Por otro lado, mediante la Cuadragésima Tercera Disposición Complementaria Final de la Ley N* 30372, Ley de Presupuesto del Sector Público para el año fiscal 2016, se autorizó al MEF, excepcionalmente, a revisar en el Año Fiscal 2016, la metodología para el cálculo de las cuentas estructurales, contando con la opinión técnica del Consejo Fiscal."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,9,"De acuerdo a lo señalado por el MEF, es necesario que la metodología de cálculo del resultado económico estructural tenga una mayor flexibilidad para adaptarse a los cambios en el entorno económico internacional, permitiendo con ello una mejor respuesta de política fiscal."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,1,10,"En ese sentido, el Consejo Fiscal, en reuniones del 5 y 21 de enero del año en curso, tomó conocimiento preciso del funcionamiento de la metodología actual, aprobada a través de la Resolución Ministerial N* 037-2014-EF/15, así como de la propuesta alternativa sugerida por el MEF y remitida mediante el documento de la referencia. Cabe señalar que la propuesta sugerida por el MEF incorpora parcialmente ajustes propuestos por el Consejo, a partir de las dos reuniones señaladas previamente. Una vez revisada y analizada en sesión del día 25 de enero, el Consejo Fiscal emitió opinión técnica de la misma, la cual se describe a continuación."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,11,CF Consejo
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,12,Fiscal
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,13,Aspectos generales
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,14,"El Consejo Fiscal coincide con el MEF en que la metodología actual no logra reducir significativamente el carácter pro-cíclico del gasto público, lo cual es una característica deseable del accionar de la política fiscal."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,15,"Asimismo, en cuanto al proceso de revisión y actualización de la metodología, el Consejo Fiscal sugiere una flexibilidad mayor a la establecida en el artículo 17 de la Ley de Fortalecimiento de la Responsabilidad y Transparencia Fiscal, pero acompañada de su opinión técnica. Esta propuesta implica derogar el artículo de dicha norma que establece que la metodología para el cálculo del resultado estructural del SPNF solo puede revisarse cada 3 años, y exigir en su lugar que cualquier modificación que se haga a la metodología en cuestión cuente con opinión técnica del Consejo Fiscal. La razón esencial es la persistente incertidumbre respecto a la dinámica de los precios de commodities que afectan directa y significativamente los ingresos fiscales, lo cual hace necesaria la introducción de cierta flexibilidad a fin de que la metodología refleje de forma correcta los hechos y mejore la calidad del proceso presupuestario anual."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,16,"Respecto a la metodología de cálculo del resultado estructural del SPNF propuesta por el MEF, los principales supuestos han sido discutidos con el Consejo Fiscal, acordándose utilizar índices y filtros determinados. Estos son: (i) el uso de índices de precios de minerales y de hidrocarburos construidos mediante el método de Laspeyres encadenado, (ii) el cálculo del nivel potencial del PBI mediante el uso de una función de producción ajustada por el filtro estadístico de Baxter y King, (iii) la aplicación de un promedio móvil de 15 años con componentes histórico (11 años), el año actual y proyectado (3 años) para el cálculo del precio tendencial de los índices de precios minero y de hidrocarburos, y (iv) las estimaciones de la elasticidad de la relación entre los ingresos corrientes del Gobierno General y el PBI, y de los ingresos por minería e hidrocarburos respecto a cada uno de sus índices de precios. Cada uno de esos aspectos es descrito a continuación."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,17,"Índices de precios de minerales y de hidrocarburos Respecto al uso de los índices de precios de Laspeyres encadenado para minerales e hidrocarburos, el Consejo Fiscal considera apropiada esta opción. No existen diferencias significativas en el resultado estructural del SPNF cuando se utilizan otros índices encadenados o flexibles existentes en la literatura. Además, su uso permite homogenizar los índices construidos por el MEF con el de otras instituciones, como el Banco Central de Reserva del Perú (BCRP)."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,18,"Sin embargo, el Consejo Fiscal considera necesario explorar a futuro la factibilidad de la desagregación de los ingresos por minería e hidrocarburos en cuentas más específicas por cada tipo de commodity (ingresos fiscales por cobre, oro, petróleo, etc.), de tal forma que se evite la dependencia de supuestos respecto a la idoneidad de los diferentes índices de precios en el cálculo estructural y se les reemplace por el precio del metal o hidrocarburo correspondiente."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,19,De esta forma se pueden reducir posibles errores de cálculo del índice agregado. El Consejo Fiscal ha recomendado al MEF trabajar con la SUNAT para explorar las posibilidades de contar con la información mencionada.
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,20,2/4
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,2,21,Av. República de Panamá 3531 — Oficina 701 — San Isidro
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,3,22,CF Consejo
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,3,23,Fiscal
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,3,24,"Nivel potencial del PBI En relación al cálculo potencial del PBI, consideramos que el uso de una función de producción aplicando el filtro de Baxter y King permite incorporar características estructurales de la economía peruana además de reducir la inestabilidad de estimados al final de una muestra tras la incorporación de nueva información. A pesar de ello, reconocemos las complicaciones del uso de un filtro estadístico en la metodología, así como se sugiere evaluar a futuro la aplicación de este u otro filtro sólo al PBI no primario."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,3,25,"Indicador tendencial de los índices de precios minero y de hidrocarburos Sobre el nivel tendencial de los índices de precios de la minería y de los hidrocarburos, el Consejo Fiscal considera que existe gran incertidumbre sobre su cálculo. La aplicación de filtros estadísticos “estándar” en series de precios de commodities no es aceptada en la academia, por lo que se tiende a usar promedios móviles simples para su cálculo. Países exportadores de materias primas como México, Mongolia, Trinidad y Tobago y Ghana también utilizan filtros de precios de commodities con componentes históricos y futuros, aunque con variantes propias para cada economía. El MEF propuso un promedio móvil de 15 años que promedia 11 años de historia, el año actual y 3 años futuros o proyectados (fijos al precio estimado para el año siguiente al actual). Consciente de la volatilidad inherente de estos precios, el Consejo Fiscal recomienda un seguimiento continuo a la evolución del promedio móvil propuesto, a fin de incorporar el que más se ajuste a la evolución de los precios de las materias primas y de esta forma minimizar las desviaciones de los estimados respecto a la evolución real de estos precios."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,3,26,"Elasticidad de la relación entre los ingresos corrientes del Gobierno General y el PBI, y de los ingresos por minería e hidrocarburos respecto de cada uno de sus índices de precios Sobre las elasticidades consideradas para el ajuste estructural de los ingresos fiscales, el Consejo Fiscal plantea la necesidad de un mayor estudio sobre su estimación, debido a su naturaleza dinámica y asimétrica durante los ciclos económicos. El Consejo Fiscal recomienda al MEF estudiar alternativas de estimación para estas elasticidades que no asuman la estabilidad de las mismas en el tiempo, ni a lo largo del ciclo económico. A pesar de ello, consideramos que la elasticidad constante entre ingresos fiscales y PBI que calcula el MEF (1,36) es razonable en el corto plazo, luego de analizarla frente a estimados de otros países con características similares al Perú. En relación a las elasticidades de los ingresos mineros y de hidrocarburos respecto a sus respectivos índices de precios, el Consejo Fiscal está de acuerdo con el uso de una elasticidad unitaria pues es muy probable que las estimaciones econométricas de estas elasticidades estén influenciadas por el corto período de la muestra (1998-2015), la cual recoge principalmente la época de precios históricamente altos."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,3,27,"Por otro lado, el Consejo Fiscal sugiere evaluar la aplicación del ajuste cíclico del precio de petróleo al resultado primario de las empresas públicas no financieras, como reflejo de la relevancia de la empresa estatal Petroperú en dicho agregado fiscal; así mismo, se recomienda que se haga explícito el nivel de incertidumbre con el que se calculan los parámetros que se 3/4"
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,3,28,Av. República de Panamá 3531 — Oficina 701 — San Isidro
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,29,C Consejo
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,30,Fiscal
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,31,"utilizan para estimar el resultado fiscal estructural. El Consejo Fiscal propone también la necesidad de ampliar la cobertura de la regla de gasto no financiero actual circunscrito solamente al Gobierno Nacional, a otros niveles de agregación."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,32,"Finalmente, el Consejo Fiscal considera necesario enfatizar que el cálculo del resultado estructural del SPNF es complejo y requiere de muchos supuestos. Ante ello, es importante una evaluación y revisión continua del mismo. Las revisiones al cálculo del resultado estructural son comunes en otras economías que cuentan con reglas fiscales similares, por lo que el Perú necesita amoldarse a esa práctica con el fin de mejorar la calidad del proceso presupuestario y fortalecer la institucionalidad fiscal."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,33,Conclusión
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,34,"Teniendo en cuenta lo expuesto, el Consejo Fiscal informa que ha tomado conocimiento de las propuestas de cambios en la metodología de cálculo estructural propuesta por el MEF. El Consejo Fiscal ha revisado y discutido con el MEF dichas modificaciones, algunas de las cuales han sido propuestas por el Consejo Fiscal. Asimismo, considera que la nueva metodología propuesta es razonable y representa un avance respecto de la metodología vigente, en cuanto a flexibilidad, simplicidad y consistencia con los cambios estructurales que afronta la economía peruana. No obstante, consideramos que en el futuro se pueden incorporar desarrollos adicionales, para lo cual se requiere de una flexibilidad en el proceso de revisión y actualización mayor a la establecida en el artículo 17 de la Ley de Fortalecimiento de la Responsabilidad y Transparencia Fiscal."
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,35,WALDO MENDOZA BELLIDO
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,36,"Lima, 15 de Abril de 2016 PRESIDENTE DEL CONSEJO FISCAL 4/4"
Informe CF N° 001-2016 – Opinión del Consejo Fiscal sobre la nueva metodología de cálculo de las cuentas estructurales,Informe,001,2016,28/01/2016,4,37,Av. República de Panamá 3531 — Oficina 701 — San Isidro
Informe CF N° 001-2017 – Opinión del Consejo Fiscal sobre el Proyecto de Ley que dispone la aplicación de la cláusula de excepción a las reglas macrofiscales del Sector Público No Financiero,Informe,001,2017,03/05/2017,1,1,Informe N* 001-2017-CF
