filename,year,date,announcement,page,paragraph_id,text,sentiment
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,1,5,El Consejo Fiscal alerta que el elevado déficit fiscal en 2024 compromete el proceso de consolidación en los siguientes años y llama a la adopción de medidas para el incremento de los ingresos permanentes y el control del gasto público.,"{'sequence': 'El Consejo Fiscal alerta que el elevado déficit fiscal en 2024 compromete el proceso de consolidación en los siguientes años y llama a la adopción de medidas para el incremento de los ingresos permanentes y el control del gasto público.', 'labels': ['Riesgo fiscal potencial', 'Gestión fiscal dentro del marco previsto', 'Consolidación fiscal sostenida', 'Riesgo de sostenibilidad de la deuda', 'Inestabilidad institucional moderada', 'Cumplimiento de metas fiscales', 'Alta incertidumbre macrofiscal', 'Incumplimiento severo de metas fiscales', 'Mejora en calidad del gasto público', 'Transparencia fiscal efectiva', 'Desviación leve del déficit fiscal', 'Sostenibilidad fiscal sin observaciones'], 'scores': [0.9560965299606323, 0.950904369354248, 0.785002589225769, 0.7257273197174072, 0.5715779066085815, 0.4820956587791443, 0.3880957067012787, 0.3569816052913666, 0.3298491835594177, 0.2571685016155243, 0.06624267995357513, 0.005082116927951574]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,2,8,"El Consejo Fiscal (CF) expresa su preocupación ante el incumplimiento de las reglas fiscales en 2024 por segundo año consecutivo. De acuerdo con la información preliminar del Banco Central de Reserva del Perú (BCRP), en el año 2024 se habrían vulnerado, en particular, las reglas fiscales que establecen límites tanto para el déficit fiscal del Sector Público No Financiero (SPNF) como para el crecimiento del Gasto No Financiero del Gobierno General (GNF GG). De acuerdo con el BCRP, en 2024 el SPNF habría registrado un déficit fiscal de aproximadamente S/ 39 mil millones, equivalente a 3,6% del PBI, superior en 0,8 puntos porcentuales del PBI al límite de la regla fiscal vigente (2,8% del PBI), que se estableció mediante el Decreto Legislativo N 1621 en julio de 2024. Del mismo modo, en 2024 el GNF GG habría crecido en S/ 20 mil millones respecto a lo ejecutado en 2023, registrando una tasa de crecimiento de 5,9% en términos reales en 2024, la cual es superior a la tasa de crecimiento permitida por la regla fiscal correspondiente (4,7% en términos reales).","{'sequence': 'El Consejo Fiscal (CF) expresa su preocupación ante el incumplimiento de las reglas fiscales en 2024 por segundo año consecutivo. De acuerdo con la información preliminar del Banco Central de Reserva del Perú (BCRP), en el año 2024 se habrían vulnerado, en particular, las reglas fiscales que establecen límites tanto para el déficit fiscal del Sector Público No Financiero (SPNF) como para el crecimiento del Gasto No Financiero del Gobierno General (GNF GG). De acuerdo con el BCRP, en 2024 el SPNF habría registrado un déficit fiscal de aproximadamente S/ 39 mil millones, equivalente a 3,6% del PBI, superior en 0,8 puntos porcentuales del PBI al límite de la regla fiscal vigente (2,8% del PBI), que se estableció mediante el Decreto Legislativo N 1621 en julio de 2024. Del mismo modo, en 2024 el GNF GG habría crecido en S/ 20 mil millones respecto a lo ejecutado en 2023, registrando una tasa de crecimiento de 5,9% en términos reales en 2024, la cual es superior a la tasa de crecimiento permitida por la regla fiscal correspondiente (4,7% en términos reales).', 'labels': ['Incumplimiento severo de metas fiscales', 'Riesgo fiscal potencial', 'Cumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Mejora en calidad del gasto público', 'Riesgo de sostenibilidad de la deuda', 'Alta incertidumbre macrofiscal', 'Inestabilidad institucional moderada', 'Transparencia fiscal efectiva', 'Consolidación fiscal sostenida', 'Desviación leve del déficit fiscal', 'Sostenibilidad fiscal sin observaciones'], 'scores': [0.9693535566329956, 0.9540744423866272, 0.9046177268028259, 0.8502012491226196, 0.6927516460418701, 0.6018446087837219, 0.5269728899002075, 0.45863932371139526, 0.4308839440345764, 0.39901652932167053, 0.3920570909976959, 0.24409160017967224]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,2,9,"El CF opina que el haber incumplido la regla del déficit fiscal por un margen significativo (0,8 puntos porcentuales del PBI) es preocupante, especialmente en un contexto en el que la economía no se vio afectada por choques no anticipados que puedan explicar esos desvíos. Más aún, el déficit fiscal registrado en 2024 sería 1,6 puntos porcentuales del PBI superior al de la regla que estaba vigente al inicio del año (2,0% del PBI, acorde con la Ley N 31541), dado que la meta de déficit del gobierno se fue ajustando gradualmente hacia el alza. La naturaleza, características y magnitudes de los incumplimientos de las reglas fiscales en 2024 no tienen precedentes en la historia de reglas fiscales en el Perú, que datan del año 2000.","{'sequence': 'El CF opina que el haber incumplido la regla del déficit fiscal por un margen significativo (0,8 puntos porcentuales del PBI) es preocupante, especialmente en un contexto en el que la economía no se vio afectada por choques no anticipados que puedan explicar esos desvíos. Más aún, el déficit fiscal registrado en 2024 sería 1,6 puntos porcentuales del PBI superior al de la regla que estaba vigente al inicio del año (2,0% del PBI, acorde con la Ley N 31541), dado que la meta de déficit del gobierno se fue ajustando gradualmente hacia el alza. La naturaleza, características y magnitudes de los incumplimientos de las reglas fiscales en 2024 no tienen precedentes en la historia de reglas fiscales en el Perú, que datan del año 2000.', 'labels': ['Incumplimiento severo de metas fiscales', 'Cumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Desviación leve del déficit fiscal', 'Riesgo fiscal potencial', 'Mejora en calidad del gasto público', 'Alta incertidumbre macrofiscal', 'Riesgo de sostenibilidad de la deuda', 'Inestabilidad institucional moderada', 'Transparencia fiscal efectiva', 'Sostenibilidad fiscal sin observaciones', 'Consolidación fiscal sostenida'], 'scores': [0.9594318270683289, 0.8085999488830566, 0.740817129611969, 0.5125057697296143, 0.4692242443561554, 0.4356537163257599, 0.39054742455482483, 0.3027639389038086, 0.25214898586273193, 0.18307320773601532, 0.09652523696422577, 0.03465718775987625]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,3,15,"En opinión del CF, esto refleja que el manejo de la política fiscal no ha priorizado el cumplimiento de las reglas fiscales a lo largo del año. Asimismo, el CF considera que estos precedentes erosionan la credibilidad fiscal que tanto costó construir durante décadas y que ha contribuido a la estabilidad macroeconómica en el país.","{'sequence': 'En opinión del CF, esto refleja que el manejo de la política fiscal no ha priorizado el cumplimiento de las reglas fiscales a lo largo del año. Asimismo, el CF considera que estos precedentes erosionan la credibilidad fiscal que tanto costó construir durante décadas y que ha contribuido a la estabilidad macroeconómica en el país.', 'labels': ['Incumplimiento severo de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Riesgo fiscal potencial', 'Inestabilidad institucional moderada', 'Riesgo de sostenibilidad de la deuda', 'Alta incertidumbre macrofiscal', 'Mejora en calidad del gasto público', 'Desviación leve del déficit fiscal', 'Consolidación fiscal sostenida', 'Sostenibilidad fiscal sin observaciones', 'Transparencia fiscal efectiva'], 'scores': [0.9726127982139587, 0.8572132587432861, 0.7268283367156982, 0.583728015422821, 0.4152187407016754, 0.25068411231040955, 0.23225386440753937, 0.21390965580940247, 0.18563690781593323, 0.1798291653394699, 0.1439526379108429, 0.09712505340576172]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,3,17,"El incremento del gasto público del año 2024 se explica por: (i) el crecimiento de la inversión pública en S/ 8,4 mil millones (crecimiento de 15,1% en términos reales); (ii) el incremento del gasto en remuneraciones en S/ 5,4 mil millones (crecimiento de 6,2% en términos reales); y (iii) los mayores “otros gastos de capital” en S/ 5,7 mil millones (crecimiento de 79% en términos reales). Con ello, la regla del gasto se incumplió a pesar de su laxitud, por primera vez desde 2009.","{'sequence': 'El incremento del gasto público del año 2024 se explica por: (i) el crecimiento de la inversión pública en S/ 8,4 mil millones (crecimiento de 15,1% en términos reales); (ii) el incremento del gasto en remuneraciones en S/ 5,4 mil millones (crecimiento de 6,2% en términos reales); y (iii) los mayores “otros gastos de capital” en S/ 5,7 mil millones (crecimiento de 79% en términos reales). Con ello, la regla del gasto se incumplió a pesar de su laxitud, por primera vez desde 2009.', 'labels': ['Incumplimiento severo de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Mejora en calidad del gasto público', 'Riesgo fiscal potencial', 'Alta incertidumbre macrofiscal', 'Transparencia fiscal efectiva', 'Inestabilidad institucional moderada', 'Riesgo de sostenibilidad de la deuda', 'Cumplimiento de metas fiscales', 'Consolidación fiscal sostenida', 'Desviación leve del déficit fiscal', 'Sostenibilidad fiscal sin observaciones'], 'scores': [0.8064415454864502, 0.7334297895431519, 0.7209690809249878, 0.2809530794620514, 0.24874377250671387, 0.2223857194185257, 0.1778232455253601, 0.14713571965694427, 0.12771399319171906, 0.1134907603263855, 0.08293817937374115, 0.07836608588695526]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,4,21,"El CF recuerda que el incumplimiento reiterado de las reglas fiscales puede afectar la confianza de los agentes económicos sobre el compromiso de las autoridades con la responsabilidad fiscal. Ello puede, en el mediano plazo, propiciar problemas de sostenibilidad fiscal si es que no se toman medidas correctivas de manera oportuna. Como muestra de ello, el CF resalta que, si bien el nivel de endeudamiento bruto se ha mantenido relativamente estable luego de la pandemia, el incremento del déficit fiscal observado en 2023 y 2024 ha tenido como consecuencia una reducción de los activos (4 puntos porcentuales del PBI entre 2022 y 2024) y el incremento de la deuda neta (3 puntos porcentuales del PBI entre 2022 y 2024). Para no comprometer la trayectoria del endeudamiento público y la gestión de la política fiscal, en los próximos años es necesario reducir significativamente el déficit fiscal respecto a lo registrado en 2024, y este esfuerzo debe iniciarse dentro de la presente administración de gobierno para evitar la necesidad de implementar medidas de consolidación abruptas en el futuro.","{'sequence': 'El CF recuerda que el incumplimiento reiterado de las reglas fiscales puede afectar la confianza de los agentes económicos sobre el compromiso de las autoridades con la responsabilidad fiscal. Ello puede, en el mediano plazo, propiciar problemas de sostenibilidad fiscal si es que no se toman medidas correctivas de manera oportuna. Como muestra de ello, el CF resalta que, si bien el nivel de endeudamiento bruto se ha mantenido relativamente estable luego de la pandemia, el incremento del déficit fiscal observado en 2023 y 2024 ha tenido como consecuencia una reducción de los activos (4 puntos porcentuales del PBI entre 2022 y 2024) y el incremento de la deuda neta (3 puntos porcentuales del PBI entre 2022 y 2024). Para no comprometer la trayectoria del endeudamiento público y la gestión de la política fiscal, en los próximos años es necesario reducir significativamente el déficit fiscal respecto a lo registrado en 2024, y este esfuerzo debe iniciarse dentro de la presente administración de gobierno para evitar la necesidad de implementar medidas de consolidación abruptas en el futuro.', 'labels': ['Cumplimiento de metas fiscales', 'Gestión fiscal dentro del marco previsto', 'Incumplimiento severo de metas fiscales', 'Riesgo de sostenibilidad de la deuda', 'Riesgo fiscal potencial', 'Alta incertidumbre macrofiscal', 'Inestabilidad institucional moderada', 'Consolidación fiscal sostenida', 'Desviación leve del déficit fiscal', 'Transparencia fiscal efectiva', 'Mejora en calidad del gasto público', 'Sostenibilidad fiscal sin observaciones'], 'scores': [0.9249016642570496, 0.8935981392860413, 0.8327381014823914, 0.6973103880882263, 0.6839951276779175, 0.603965699672699, 0.5860626697540283, 0.5086545348167419, 0.49154120683670044, 0.46835747361183167, 0.403216689825058, 0.12219233810901642]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,4,22,"El CF alerta que el desvío del déficit fiscal en 2024 compromete el proceso de consolidación fiscal, en 2025 y en adelante. Para 2025, cumplir con la regla de déficit fiscal requerirá de una reducción de 1,4 puntos porcentuales del PBI, un esfuerzo de consolidación significativamente superior al previsto en el Marco Macroeconómico Multianual (MMM) vigente de 0,6 puntos porcentuales del PBI. En este sentido, el CF reitera que, a pesar de que se espera un incremento temporal de la recaudación por impuesto a la renta producto de los altos precios de nuestras principales exportaciones, es necesaria la adopción de medidas concretas orientadas a reducir los niveles de déficit fiscal y asegurar la sostenibilidad de las finanzas públicas. Estas medidas deben apuntar a incrementar de forma permanente los ingresos fiscales y a controlar el crecimiento del gasto público. Para lograrlo, el CF recomienda también abordar dos factores que vienen incidiendo en el incremento del déficit en los últimos años: (i) la aprobación de diversas normas por parte del Congreso que generan gasto público o socavan la capacidad de recaudar ingresos fiscales, y (ii) la situación financiera deficitaria de Petroperú.","{'sequence': 'El CF alerta que el desvío del déficit fiscal en 2024 compromete el proceso de consolidación fiscal, en 2025 y en adelante. Para 2025, cumplir con la regla de déficit fiscal requerirá de una reducción de 1,4 puntos porcentuales del PBI, un esfuerzo de consolidación significativamente superior al previsto en el Marco Macroeconómico Multianual (MMM) vigente de 0,6 puntos porcentuales del PBI. En este sentido, el CF reitera que, a pesar de que se espera un incremento temporal de la recaudación por impuesto a la renta producto de los altos precios de nuestras principales exportaciones, es necesaria la adopción de medidas concretas orientadas a reducir los niveles de déficit fiscal y asegurar la sostenibilidad de las finanzas públicas. Estas medidas deben apuntar a incrementar de forma permanente los ingresos fiscales y a controlar el crecimiento del gasto público. Para lograrlo, el CF recomienda también abordar dos factores que vienen incidiendo en el incremento del déficit en los últimos años: (i) la aprobación de diversas normas por parte del Congreso que generan gasto público o socavan la capacidad de recaudar ingresos fiscales, y (ii) la situación financiera deficitaria de Petroperú.', 'labels': ['Consolidación fiscal sostenida', 'Mejora en calidad del gasto público', 'Gestión fiscal dentro del marco previsto', 'Riesgo fiscal potencial', 'Cumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Incumplimiento severo de metas fiscales', 'Desviación leve del déficit fiscal', 'Inestabilidad institucional moderada', 'Alta incertidumbre macrofiscal', 'Sostenibilidad fiscal sin observaciones', 'Riesgo de sostenibilidad de la deuda'], 'scores': [0.9102033972740173, 0.836245059967041, 0.74828040599823, 0.6197057366371155, 0.6041619181632996, 0.5616940259933472, 0.5593999624252319, 0.546670138835907, 0.526782214641571, 0.5003775954246521, 0.31542178988456726, 0.12830498814582825]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,5,27,"Finalmente, en cuanto a las cuentas estructurales, el CF estima que el déficit fiscal estructural para 2024 se habría ubicado en torno al 4% del PBI, el valor más alto registrado desde que se cuenta con un marco de reglas fiscales, excluyendo los años de emergencia sanitaria (2020-2021). Este nivel de déficit fiscal estructural no es sostenible en el tiempo, y para reducirlo es fundamental garantizar el cumplimiento de las reglas fiscales vigentes en los próximos años. En esa línea, para 2025, año en que se prevé un incremento significativo de los ingresos asociados a recursos naturales, el CF reitera su recomendación de que dichos ingresos, de carácter transitorio, no se utilicen para financiar gastos permanentes, sino más bien sean destinados a la acumulación de ahorros fiscales.","{'sequence': 'Finalmente, en cuanto a las cuentas estructurales, el CF estima que el déficit fiscal estructural para 2024 se habría ubicado en torno al 4% del PBI, el valor más alto registrado desde que se cuenta con un marco de reglas fiscales, excluyendo los años de emergencia sanitaria (2020-2021). Este nivel de déficit fiscal estructural no es sostenible en el tiempo, y para reducirlo es fundamental garantizar el cumplimiento de las reglas fiscales vigentes en los próximos años. En esa línea, para 2025, año en que se prevé un incremento significativo de los ingresos asociados a recursos naturales, el CF reitera su recomendación de que dichos ingresos, de carácter transitorio, no se utilicen para financiar gastos permanentes, sino más bien sean destinados a la acumulación de ahorros fiscales.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Transparencia fiscal efectiva', 'Incumplimiento severo de metas fiscales', 'Riesgo fiscal potencial', 'Inestabilidad institucional moderada', 'Mejora en calidad del gasto público', 'Alta incertidumbre macrofiscal', 'Riesgo de sostenibilidad de la deuda', 'Desviación leve del déficit fiscal', 'Consolidación fiscal sostenida', 'Sostenibilidad fiscal sin observaciones'], 'scores': [0.8873519897460938, 0.7711799740791321, 0.591886579990387, 0.4835946261882782, 0.46329277753829956, 0.45376214385032654, 0.4251989722251892, 0.37416669726371765, 0.3356768786907196, 0.29291555285453796, 0.2805596888065338, 0.04095438867807388]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,5,28,"En un contexto en el que es urgente que se tomen medidas para garantizar la consolidación fiscal, el CF lamenta que las autoridades subestimen la importancia de las reglas fiscales","{'sequence': 'En un contexto en el que es urgente que se tomen medidas para garantizar la consolidación fiscal, el CF lamenta que las autoridades subestimen la importancia de las reglas fiscales', 'labels': ['Incumplimiento severo de metas fiscales', 'Consolidación fiscal sostenida', 'Riesgo de sostenibilidad de la deuda', 'Cumplimiento de metas fiscales', 'Alta incertidumbre macrofiscal', 'Riesgo fiscal potencial', 'Gestión fiscal dentro del marco previsto', 'Inestabilidad institucional moderada', 'Desviación leve del déficit fiscal', 'Transparencia fiscal efectiva', 'Mejora en calidad del gasto público', 'Sostenibilidad fiscal sin observaciones'], 'scores': [0.9627955555915833, 0.8191908001899719, 0.7185385227203369, 0.6848970651626587, 0.6762573719024658, 0.5998146533966064, 0.5858731865882874, 0.44472837448120117, 0.38251516222953796, 0.3572099804878235, 0.3339589238166809, 0.32058390974998474]}"
Comunicado-01-2025-ReglasFiscales-vf-1.pdf,2025,20 de enero de 2025,1.0,6,30,"El CF recuerda que las reglas fiscales son restricciones permanentes en la política fiscal, expresadas en términos de un indicador de desempeño fiscal que se establecen con el fin de otorgar credibilidad a las políticas económicas, y que son pieza clave para garantizar la sostenibilidad fiscal del país. Su objetivo es estabilizar la trayectoria de la deuda sin comprometer la provisión adecuada de bienes y servicios públicos a la población, en un contexto de ingresos públicos limitados. Para lograr su propósito, es necesario que las reglas fiscales se apliquen por un periodo prolongado de tiempo y, para ser creíbles, un marco fiscal basado en reglas fiscales debe ser lo suficientemente flexible, sin dejar de ser simple y transparente. En este sentido, proponer reglas específicas que limiten el gasto por sectores, o excluyan algunos gastos, podría hacer más compleja su implementación, seguimiento y comunicación, así como colisionar con su objetivo de garantizar la sostenibilidad fiscal.","{'sequence': 'El CF recuerda que las reglas fiscales son restricciones permanentes en la política fiscal, expresadas en términos de un indicador de desempeño fiscal que se establecen con el fin de otorgar credibilidad a las políticas económicas, y que son pieza clave para garantizar la sostenibilidad fiscal del país. Su objetivo es estabilizar la trayectoria de la deuda sin comprometer la provisión adecuada de bienes y servicios públicos a la población, en un contexto de ingresos públicos limitados. Para lograr su propósito, es necesario que las reglas fiscales se apliquen por un periodo prolongado de tiempo y, para ser creíbles, un marco fiscal basado en reglas fiscales debe ser lo suficientemente flexible, sin dejar de ser simple y transparente. En este sentido, proponer reglas específicas que limiten el gasto por sectores, o excluyan algunos gastos, podría hacer más compleja su implementación, seguimiento y comunicación, así como colisionar con su objetivo de garantizar la sostenibilidad fiscal.', 'labels': ['Gestión fiscal dentro del marco previsto', 'Cumplimiento de metas fiscales', 'Consolidación fiscal sostenida', 'Mejora en calidad del gasto público', 'Inestabilidad institucional moderada', 'Transparencia fiscal efectiva', 'Riesgo fiscal potencial', 'Alta incertidumbre macrofiscal', 'Riesgo de sostenibilidad de la deuda', 'Desviación leve del déficit fiscal', 'Incumplimiento severo de metas fiscales', 'Sostenibilidad fiscal sin observaciones'], 'scores': [0.7965012192726135, 0.661780059337616, 0.619763195514679, 0.5465837121009827, 0.4854843020439148, 0.4788694679737091, 0.4189392030239105, 0.4031793177127838, 0.3558789789676666, 0.3382675051689148, 0.26372313499450684, 0.14559800922870636]}"
