date,title,doc_type,doc_id,year,avg_risk_score,avg_risk_index,n_paragraphs,score_1,score_2,score_3,score_4,score_5,score_1_count,score_2_count,score_3_count,score_4_count,score_5_count,cma_risk_index,date_str,score_1_cma,score_2_cma,score_3_cma,score_4_cma,score_5_cma,fiscal_tone_index,fiscal_tone_index_cma
2018-05-24,Informe CF NÂ°003-2018 â OpiniÃ³n del Consejo Fiscal sobre el Informe de ActualizaciÃ³n de  Proyecciones MacroeconÃ³micas 2018-2021,Informe,3.0,2018,3.1666666666666665,0.6333333333333333,6,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0,1,3,2,0,3.2777777777777772,2018-05-24,0.027777777777777776,0.19444444444444442,0.34722222222222227,0.3611111111111111,0.06944444444444445,-0.08333333333333326,-0.12499999999999989
2018-07-12,Informe NÂ° 004-2018-CF OpiniÃ³n del Consejo Fiscal acerca del cumplimiento de las reglas fiscales vigentes en 2017,Informe,4.0,2018,3.333333333333333,0.6666666666666666,6,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,2,1,2,1,3.1666666666666665,2018-07-12,0.025,0.2833333333333333,0.2333333333333333,0.375,0.08333333333333333,-0.16666666666666652,-0.10416666666666657
2018-08-24,Informe NÂ° 005-2018-CF  OpiniÃ³n del Consejo Fiscal sobre el Marco MacroeconÃ³mico Multianual 2019-2022,Informe,5.0,2018,3.0,0.6,10,0.1,0.3,0.1,0.5,0.0,1,3,1,5,0,2.977777777777778,2018-08-24,0.1,0.2833333333333333,0.19166666666666668,0.3833333333333333,0.041666666666666664,0.0,0.00833333333333336
2019-05-21,Informe NÂ°002-2019-CF OpiniÃ³n del Consejo Fiscal sobre el Informe de ActualizaciÃ³n de Proyecciones MacroeconÃ³micas 2019-2022,Informe,2.0,2019,2.6,0.52,5,0.2,0.2,0.4,0.2,0.0,1,1,2,1,0,2.8666666666666667,2019-05-21,0.125,0.3,0.225,0.35,0.0,0.19999999999999996,0.09999999999999998
2019-06-06,Informe NÂ°003-2019-CF OpiniÃ³n del Consejo Fiscal acerca del cumplimiento de las reglas fiscales vigentes en 2018,Informe,3.0,2019,3.0,0.6,6,0.0,0.5,0.0,0.5,0.0,0,3,0,3,0,2.6444444444444444,2019-06-06,0.175,0.3,0.14166666666666666,0.3833333333333333,0.0,0.0,0.13333333333333336
2019-08-26,Informe NÂ°004-2019-CF OpiniÃ³n del Consejo Fiscal sobre el Marco MacroeconÃ³mico Multianual 2020-2023,Informe,4.0,2019,2.333333333333333,0.4666666666666666,6,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,3,0,1,2,0,2.911111111111111,2019-08-26,0.25,0.175,0.13333333333333333,0.44166666666666665,0.0,0.3333333333333335,0.11666666666666675
2020-01-16,Informe NÂ° 001-2020-CF OpiniÃ³n del Consejo Fiscal sobre el Decreto de Urgencia NÂº 032-2019,Informe,1.0,2020,3.4,0.6799999999999999,5,0.0,0.2,0.2,0.6,0.0,0,1,1,3,0,2.5777777777777775,2020-01-16,0.125,0.35,0.14166666666666666,0.3833333333333333,0.0,-0.19999999999999996,0.10833333333333339
2020-04-01,Comunicado del Consejo Fiscal ante la crisis generada por la pandemia del Covid-19,Comunicado,1.0,2020,2.0,0.4,1,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,2.466666666666667,2020-04-01,0.0,0.8,0.05,0.15,0.0,0.5,0.325
2020-04-14,Informe NÂ° 003-2020-CF OpiniÃ³n del Consejo Fiscal sobre el Decreto Legislativo que aprueba la suspensiÃ³n temporal y excepcional de las reglas fiscales para el Sector PÃºblico No Financiero para los aÃ±os fiscales 2020 y 2021 y establece otras disposiciones,Informe,3.0,2020,2.0,0.4,4,0.0,1.0,0.0,0.0,0.0,0,4,0,0,0,2.6666666666666665,2020-04-14,0.0,0.75,0.0,0.25,0.0,0.5,0.25
2020-06-08,Informe NÂ° 004-2020-CF AnÃ¡lisis de escenarios macroeconÃ³micos y sus efectos en las cuentas fiscales ante el COVID-19,Informe,4.0,2020,4.0,0.8,2,0.0,0.0,0.0,1.0,0.0,0,0,0,2,0,3.3333333333333335,2020-06-08,0.0,0.25,0.0,0.75,0.0,-0.5,-0.25
2020-06-12,Informe NÂ° 005-2020-CF OpiniÃ³n del Consejo Fiscal acerca del cumplimiento de las reglas fiscales vigentes en 2019,Informe,5.0,2020,4.0,0.8,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,3.9166666666666665,2020-06-12,0.0,0.0,0.0625,0.9375,0.0,-0.5,-0.46875
2020-06-30,Informe NÂ° 006-2020-CF OpiniÃ³n del Consejo Fiscal acerca del cumplimiento de las reglas fiscales aplicables a los gobiernos regionales y locales en 2019,Informe,6.0,2020,3.75,0.75,4,0.0,0.0,0.25,0.75,0.0,0,0,1,3,0,3.899122807017544,2020-06-30,0.013157894736842105,0.0,0.16447368421052633,0.756578947368421,0.06578947368421052,-0.375,-0.430921052631579
2020-08-28,Informe 007-2020-CF OpiniÃ³n del Consejo Fiscal sobre el Marco MacroeconÃ³mico Multianual 2021-2024,Informe,7.0,2020,3.947368421052632,0.7894736842105263,19,0.05263157894736842,0.0,0.15789473684210525,0.5263157894736842,0.2631578947368421,1,0,3,10,5,4.099122807017544,2020-08-28,0.02631578947368421,0.0,0.14144736842105263,0.5506578947368421,0.28157894736842104,-0.47368421052631593,-0.5305921052631579
2020-09-16,Informe 008-CF-2020 OpiniÃ³n del Consejo Fiscal sobre el Marco MacroeconÃ³mico Multianual 2021-2024,Informe,8.0,2020,4.6,0.9199999999999999,5,0.0,0.0,0.0,0.4,0.6,0,0,0,2,3,4.293567251461988,2020-09-16,0.013157894736842105,0.0,0.039473684210526314,0.4982456140350877,0.4491228070175438,-0.7999999999999998,-0.6850877192982455
2020-11-24,Comunicado del Consejo Fiscal llamando a la responsabilidad fiscal,Comunicado,2.0,2020,4.333333333333333,0.8666666666666666,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0,0,0,2,1,4.477777777777778,2020-11-24,0.0,0.0,0.0,0.5583333333333333,0.44166666666666665,-0.6666666666666665,-0.7208333333333332
2020-12-02,Comunicado del Consejo Fiscal sobre la aprobaciÃ³n de la norma que establece el rÃ©gimen de devoluciÃ³n de los aportes realizados a la ONP,Comunicado,3.0,2020,4.5,0.9,2,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,4.277777777777778,2020-12-02,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,-0.75,-0.6666666666666666
2020-12-16,Comunicado del Consejo Fiscal sobre la aprobaciÃ³n de nuevas normas que vulneran la responsabilidad fiscal,Comunicado,4.0,2020,4.0,0.8,2,0.0,0.0,0.0,1.0,0.0,0,0,0,2,0,3.9166666666666665,2020-12-16,0.020833333333333332,0.08333333333333333,0.020833333333333332,0.6875,0.1875,-0.5,-0.46875
2021-03-01,Informe NÂ° 01-2021-CF OpiniÃ³n del Consejo Fiscal sobre el Informe Preelectoral de la administraciÃ³n 2016-2021,Informe,1.0,2021,3.25,0.65,12,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.25,0.25,1,4,1,3,3,3.9166666666666665,2021-03-01,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.5,0.25,-0.125,-0.375
2021-03-11,Comunicado del Consejo Fiscal sobre la aprobaciÃ³n de la norma que incorpora a los trabajadores pÃºblicos del rÃ©gimen CAS a otros regÃ­menes laborales,Comunicado,1.0,2021,4.5,0.9,2,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,4.0,2021-03-11,0.020833333333333332,0.08333333333333333,0.020833333333333332,0.5,0.375,-0.75,-0.5625
2021-04-23,Comunicado del Consejo Fiscal sobre la priorizaciÃ³n de proyectos de inversiÃ³n del sector Transportes y Comunicaciones que afectarÃ­an la sostenibilidad fiscal de mediano plazo,Comunicado,2.0,2021,4.25,0.85,4,0.0,0.0,0.0,0.75,0.25,0,0,0,3,1,4.25,2021-04-23,0.0,0.0,0.0,0.75,0.25,-0.625,-0.625
2021-05-06,Comunicado del Consejo Fiscal sobre la aprobaciÃ³n de la Ley de NegociaciÃ³n Colectiva en el Sector Estatal,Comunicado,3.0,2021,4.0,0.8,3,0.0,0.0,0.0,1.0,0.0,0,0,0,3,0,3.8333333333333335,2021-05-06,0.03125,0.03125,0.03125,0.84375,0.0625,-0.5,-0.4375
2021-05-19,Informe NÂ° 02-2021-CF  â OpiniÃ³n del Consejo Fiscal sobre el Informe de ActualizaciÃ³n de  Proyecciones MacroeconÃ³micas 2021-2024,Informe,2.0,2021,3.25,0.65,8,0.125,0.125,0.125,0.625,0.0,1,1,1,5,0,3.5833333333333335,2021-05-19,0.0625,0.125,0.0625,0.75,0.0,-0.125,-0.25
2021-08-18,Informe NÂ° 04-2021-CF OpiniÃ³n del Consejo Fiscal sobre el Decreto de Urgencia que establece las reglas macrofiscales para el Sector PÃºblico No Financiero para el aÃ±o fiscal 2022,Informe,4.0,2021,3.5,0.7,4,0.0,0.25,0.0,0.75,0.0,0,1,0,3,0,3.5833333333333335,2021-08-18,0.03125,0.15625,0.03125,0.78125,0.0,-0.25,-0.28125
2021-10-11,Comunicado del Consejo Fiscal sobre el Decreto de Urgencia NÂ° 086-2021  mediante el cual se incorpora un crÃ©dito suplementario en el presupuesto del  Sector PÃºblico,Comunicado,4.0,2021,4.0,0.8,3,0.0,0.0,0.0,1.0,0.0,0,0,0,3,0,3.8333333333333335,2021-10-11,0.0,0.0625,0.0,0.9375,0.0,-0.5,-0.4375
2021-10-30,Comunicado del Consejo Fiscal sobre el Decreto de Urgencia NÂ° 100-2021  mediante el cual se incorpora un crÃ©dito suplementario en el presupuesto del  Sector PÃºblico,Comunicado,5.0,2021,4.0,0.8,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,3.6111111111111107,2021-10-30,0.0,0.125,0.041666666666666664,0.8333333333333334,0.0,-0.5,-0.35416666666666663
2021-12-20,Informe NÂ° 06-2021-CF OpiniÃ³n del Consejo Fiscal sobre la situaciÃ³n de las finanzas subnacionales durante la  pandemia de la COVID-19,Informe,6.0,2021,2.833333333333333,0.5666666666666667,6,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0,3,1,2,0,3.2777777777777772,2021-12-20,0.0,0.375,0.08333333333333333,0.5416666666666666,0.0,0.08333333333333348,-0.08333333333333326
2021-12-28,Comunicado del Consejo Fiscal sobre la urgencia de establecer un nuevo marco  fiscal de mediano plazo,Comunicado,6.0,2021,3.0,0.6,2,0.0,0.5,0.0,0.5,0.0,0,1,0,1,0,3.6111111111111107,2021-12-28,0.0,0.375,0.041666666666666664,0.3333333333333333,0.25,0.0,-0.22916666666666663
2022-01-14,Comunicado NÂ° 01-2022-CF Comunicado del Consejo Fiscal respecto a nueva norma sobre la devoluciÃ³n de  aportes del FONAVI,Comunicado,1.0,2022,5.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,3.523809523809524,2022-01-14,0.0,0.26785714285714285,0.07142857142857142,0.1607142857142857,0.5,-1.0,-0.4464285714285715
2022-04-26,Informe NÂ° 01-2022-CF OpiniÃ³n del Consejo Fiscal sobre el proyecto de ley que establece las reglas fiscales de  resultado econÃ³mico y de deuda pÃºblica del Sector PÃºblico No Financiero a partir de 2023,Informe,1.0,2022,2.571428571428572,0.5142857142857145,7,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0,4,2,1,0,3.657142857142857,2022-04-26,0.0,0.3607142857142857,0.14285714285714285,0.2464285714285714,0.25,0.21428571428571397,-0.192857142857143
2022-05-16,Informe NÂ° 02-2022-CF OpiniÃ³n del Consejo Fiscal sobre el Informe de ActualizaciÃ³n de  Proyecciones MacroeconÃ³micas 2022-2025,Informe,2.0,2022,3.4,0.6799999999999999,10,0.0,0.3,0.0,0.7,0.0,0,3,0,7,0,3.657142857142857,2022-05-16,0.0,0.2928571428571428,0.07142857142857142,0.3857142857142857,0.25,-0.19999999999999996,-0.2964285714285715
2022-05-24,Comunicado NÂ° 02-2022-CF Comunicado del Consejo Fiscal respecto a nueva norma de retiro de fondos del Sistema Privado de Pensiones,Comunicado,2.0,2022,5.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,4.133333333333333,2022-05-24,0.0,0.075,0.0,0.425,0.5,-1.0,-0.675
2022-05-26,Comunicado NÂ° 03-2022-CF Comunicado del Consejo Fiscal sobre la norma que dispone el pago de la  bonificaciÃ³n por preparaciÃ³n de clases sin la exigencia de sentencia judicial,Comunicado,3.0,2022,4.0,0.8,1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,3.8333333333333335,2022-05-26,0.041666666666666664,0.125,0.0,0.5833333333333334,0.25,-0.5,-0.4375
2022-07-15,Informe NÂ° 03-2022-CF OpiniÃ³n del Consejo Fiscal acerca de la evoluciÃ³n de las finanzas pÃºblicas y del cumplimiento de las reglas fiscales durante el ejercicio fiscal 2021,Informe,3.0,2022,2.5,0.5,6,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,1,3,0,2,0,3.5,2022-07-15,0.08333333333333333,0.25,0.022727272727272728,0.6212121212121212,0.022727272727272728,0.25,-0.125
2022-08-29,Informe NÂ° 04-2022-CF.  OpiniÃ³n del Consejo Fiscal sobre el proyecto de Marco MacroeconÃ³mico Multianual 2023-2026,Informe,4.0,2022,4.0,0.8,11,0.0,0.0,0.09090909090909091,0.8181818181818182,0.09090909090909091,0,0,1,9,1,3.6111111111111107,2022-08-29,0.041666666666666664,0.125,0.045454545454545456,0.6590909090909091,0.12878787878787878,-0.5,-0.35416666666666663
2022-10-28,"Comunicado NÂ° 04-2022-CF Comunicado del Consejo Fiscal sobre la situaciÃ³n financiera de PetroperÃº S.A. y el  Decreto de Urgencia NÂ°023-2022, que establece medidas en materia econÃ³mica y  financiera destinadas a evitar el desabastecimiento de combustible a nivel  nacional",Comunicado,4.0,2022,4.333333333333333,0.8666666666666666,3,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0,0,0,2,1,3.944444444444444,2022-10-28,0.0,0.125,0.022727272727272728,0.5378787878787878,0.3143939393939394,-0.6666666666666665,-0.5208333333333333
2022-11-08,Comunicado NÂ° 05-2022-CF Comunicado del Consejo Fiscal que expresa su preocupaciÃ³n por la interpretaciÃ³n del Tribunal Constitucional acerca de la prohibiciÃ³n del Congreso para generar gasto pÃºblico,Comunicado,5.0,2022,3.5,0.7,2,0.0,0.5,0.0,0.0,0.5,0,1,0,0,1,3.694444444444444,2022-11-08,0.020833333333333332,0.3125,0.0,0.3333333333333333,0.3333333333333333,-0.25,-0.32291666666666663
2023-05-16,Informe NÂ° 01-2023-CF.  OpiniÃ³n del Consejo Fiscal sobre el Informe de ActualizaciÃ³n de Proyecciones MacroeconÃ³micas 2023-2026,Informe,1.0,2023,3.25,0.65,12,0.08333333333333333,0.25,0.0,0.6666666666666666,0.0,1,3,0,8,0,3.483333333333333,2023-05-16,0.041666666666666664,0.275,0.025,0.5333333333333333,0.125,-0.125,-0.21250000000000002
2023-06-30,Informe NÂ° 02-2023-CF OpiniÃ³n del Consejo Fiscal acerca de la evoluciÃ³n de las finanzas pÃºblicas y del cumplimiento de las reglas fiscales durante el ejercicio fiscal 2022,Informe,2.0,2023,3.7,0.74,10,0.0,0.1,0.1,0.8,0.0,0,1,1,8,0,3.538888888888889,2023-06-30,0.020833333333333332,0.1625,0.05,0.75,0.016666666666666666,-0.3500000000000001,-0.28958333333333336
2023-08-30,Informe NÂ° 03-2023-CF OpiniÃ³n del Consejo Fiscal sobre el Marco MacroeconÃ³mico Multianual 2024-2027,Informe,3.0,2023,3.6666666666666665,0.7333333333333333,15,0.0,0.2,0.0,0.7333333333333333,0.06666666666666667,0,3,0,11,1,4.122222222222223,2023-08-30,0.0,0.125,0.025,0.5666666666666667,0.2833333333333333,-0.33333333333333326,-0.5041666666666667
2023-12-12,Comunicado NÂ° 02-2023-CF Comunicado del Consejo Fiscal respecto al cumplimiento de las reglas fiscales para el perÃ­odo 2023-2024 y medidas recientes que pueden afectar la credibilidad de la polÃ­tica fiscal,Comunicado,2.0,2023,5.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,4.288888888888889,2023-12-12,0.0,0.05,0.025,0.3333333333333333,0.5916666666666667,-1.0,-0.7333333333333333
2024-02-01,Comunicado NÂ° 01-2024-CF â El Consejo Fiscal alerta sobre la necesidad de tomar medidas para mitigar los factores que pueden afectar la sostenibilidad fiscal,Comunicado,1.0,2024,4.2,0.8400000000000001,10,0.0,0.0,0.1,0.6,0.3,0,0,1,6,3,4.316666666666666,2024-02-01,0.0,0.0625,0.05,0.425,0.4625,-0.6000000000000001,-0.64375
2024-04-03,Comunicado NÂ° 02-2024-CF â Comunicado del Consejo Fiscal respecto de recientes medidas adoptadas en materia econÃ³mica,Comunicado,2.0,2024,3.75,0.75,4,0.0,0.25,0.0,0.5,0.25,0,1,0,2,1,3.7712121212121215,2024-04-03,0.022727272727272728,0.17045454545454547,0.025,0.5818181818181818,0.2,-0.375,-0.38295454545454555
2024-05-16,Informe NÂ° 01-2024-CF. OpiniÃ³n del Consejo Fiscal sobre el Informe de ActualizaciÃ³n de Proyecciones MacroeconÃ³micas 2024-2027,Informe,1.0,2024,3.363636363636364,0.6727272727272728,11,0.09090909090909091,0.18181818181818182,0.0,0.7272727272727273,0.0,1,2,0,8,0,3.971212121212121,2024-05-16,0.045454545454545456,0.1534090909090909,0.0,0.5386363636363637,0.2625,-0.1818181818181821,-0.40965909090909103
2024-06-11,Comunicado NÂ° 03-2024-CF â Comunicado del Consejo Fiscal que alerta sobre los cambios normativos al sistema previsional peruano aprobados por Congreso de la RepÃºblica,Comunicado,3.0,2024,4.8,0.96,5,0.0,0.0,0.0,0.2,0.8,0,0,0,1,4,4.102164502164502,2024-06-11,0.022727272727272728,0.08116883116883117,0.0,0.388961038961039,0.5071428571428571,-0.8999999999999999,-0.6383116883116884
2024-07-05,Informe NÂ° 02-2024-CF â OpiniÃ³n del Consejo Fiscal acerca de la evoluciÃ³n de las finanzas pÃºblicas y del  cumplimiento de las reglas fiscales subnacionales en 2023,Informe,2.0,2024,4.142857142857143,0.8285714285714286,7,0.0,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,0,1,0,3,3,4.092063492063493,2024-07-05,0.0,0.15476190476190477,0.027777777777777776,0.3753968253968254,0.44206349206349205,-0.5714285714285716,-0.5523809523809524
2024-07-05,Informe NÂ° 03-2024-CF â OpiniÃ³n del Consejo Fiscal acerca de la evoluciÃ³n de las finanzas pÃºblicas y del  cumplimiento de las reglas macrofiscales durante el ejercicio fiscal 2023,Informe,3.0,2024,3.333333333333333,0.6666666666666666,9,0.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.1111111111111111,0,3,1,4,1,3.714285714285714,2024-07-05,0.0,0.24404761904761904,0.09722222222222221,0.45436507936507936,0.20436507936507933,-0.16666666666666652,-0.3095238095238095
2024-07-24,Informe NÂ° 04-2024-CF â OpiniÃ³n del Consejo Fiscal acerca de la modificaciÃ³n de las reglas fiscales  dispuesta por el Decreto Legislativo NÂ° 1621,Informe,4.0,2024,3.6666666666666665,0.7333333333333333,12,0.0,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0,2,2,6,2,3.695652173913043,2024-07-24,0.0,0.18840579710144928,0.1111111111111111,0.5241545893719807,0.17632850241545894,-0.33333333333333326,-0.3442028985507246
2024-08-23,Informe NÂ° 05-2024-CF â OpiniÃ³n del Consejo Fiscal sobre el proyecto de Marco MacroeconÃ³mico  Multianual 2025-2028,Informe,5.0,2024,4.086956521739131,0.8173913043478261,23,0.0,0.08695652173913043,0.0,0.6521739130434783,0.2608695652173913,0,2,0,15,6,4.167874396135265,2024-08-23,0.0,0.08514492753623187,0.041666666666666664,0.5135869565217391,0.3596014492753623,-0.5434782608695654,-0.573822463768116
2024-10-09,Comunicado NÂ° 04-2024-CF â El Consejo Fiscal alerta sobre riesgos fiscales que pueden comprometer la sostenibilidad fiscal del paÃ­s,Comunicado,4.0,2024,4.75,0.95,8,0.0,0.0,0.0,0.25,0.75,0,0,0,2,6,4.3395915678524375,2024-10-09,0.022727272727272728,0.044466403162055336,0.0,0.33349802371541504,0.599308300395257,-0.875,-0.7210968379446641
2024-12-20,Comunicado NÂ° 05-2024-CF â El Consejo Fiscal se pronuncia sobre el Presupuesto PÃºblico 2025  recientemente aprobado e iniciativas legislativas con impacto fiscal,Comunicado,5.0,2024,4.181818181818182,0.8363636363636363,11,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.6363636363636364,1,1,0,2,7,4.255050505050505,2024-12-20,0.06628787878787878,0.045454545454545456,0.041666666666666664,0.27840909090909094,0.5681818181818181,-0.5909090909090908,-0.6183712121212122
2025-01-20,Comunicado NÂ° 01-2025-CF â El Consejo Fiscal expresa su preocupaciÃ³n por un nuevo incumplimiento de las reglas fiscales y resalta la importancia de un manejo fiscal responsable,Comunicado,1.0,2025,3.8333333333333335,0.7666666666666667,12,0.08333333333333333,0.0,0.16666666666666666,0.5,0.25,1,0,2,6,3,4.255050505050505,2025-01-20,0.06439393939393939,0.022727272727272728,0.08333333333333333,0.35795454545454547,0.47159090909090906,-0.41666666666666674,-0.5748106060606061
2025-04-24,Comunicado NÂ° 02-2025-CF â Comunicado del Consejo Fiscal sobre recientes iniciativas legislativas  aprobadas por el Congreso de la RepÃºblica,Comunicado,2.0,2025,4.75,0.95,4,0.0,0.0,0.0,0.25,0.75,0,0,0,1,3,4.194444444444445,2025-04-24,0.020833333333333332,0.0,0.041666666666666664,0.5,0.4375,-0.875,-0.6666666666666667
2025-05-05,Comunicado NÂ° 03-2025-CF â Comunicado del Consejo Fiscal sobre las proyecciones del âInforme de  ActualizaciÃ³n de Proyecciones MacroeconÃ³micas 2025-2028â,Comunicado,3.0,2025,4.0,0.8,4,0.0,0.0,0.0,1.0,0.0,0,0,0,4,0,4.269607843137255,2025-05-05,0.0,0.029411764705882353,0.0,0.7095588235294118,0.2610294117647059,-0.5,-0.6011029411764706
2025-05-15,Informe NÂ° 01-2025-CF â OpiniÃ³n del Consejo Fiscal sobre el Informe de ActualizaciÃ³n de Proyecciones MacroeconÃ³micas 2025-2028,Informe,1.0,2025,4.0588235294117645,0.8117647058823529,17,0.0,0.11764705882352941,0.0,0.5882352941176471,0.29411764705882354,0,2,0,10,5,4.086274509803921,2025-05-15,0.0,0.058823529411764705,0.0,0.7441176470588236,0.1970588235294118,-0.5294117647058822,-0.5397058823529411
2025-05-22,Comunicado NÂ° 04-2025-CF â El Consejo Fiscal expresa su preocupaciÃ³n por las implicancias fiscales que generarÃ­an las modificaciones propuestas al marco legal que regula la inversiÃ³n mediante Asociaciones PÃºblico-Privadas (APP),Comunicado,4.0,2025,4.2,0.8400000000000001,5,0.0,0.0,0.0,0.8,0.2,0,0,0,4,1,4.169607843137254,2025-05-22,0.0,0.09191176470588236,0.0,0.5470588235294118,0.3610294117647059,-0.6000000000000001,-0.5886029411764706
